"111年11月09日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","15,604.45","+","323.29","2.12","",
"發行量加權股價指數","13,638.81","+","291.05","2.18","",
"臺灣公司治理100指數","7,751.14","+","192.60","2.55","",
"臺灣50指數","10,258.01","+","295.07","2.96","",
"臺灣50權重上限30%指數","9,893.41","+","243.01","2.52","",
"臺灣中型100指數","12,281.44","+","165.33","1.36","",
"臺灣資訊科技指數","17,367.09","+","634.10","3.79","",
"臺灣發達指數","9,197.41","+","75.66","0.83","",
"臺灣高股息指數","5,755.24","+","105.25","1.86","",
"臺灣就業99指數","8,559.12","+","142.36","1.69","",
"臺灣高薪100指數","7,642.07","+","118.44","1.57","",
"未含金融指數","11,674.00","+","275.14","2.41","",
"未含電子指數","16,338.93","+","108.17","0.67","",
"未含金融電子指數","13,562.55","+","95.64","0.71","",
"小型股300指數","7,766.26","+","83.90","1.09","",
"水泥窯製類指數","572.67","+","7.45","1.32","",
"塑膠化工類指數","783.36","+","4.95","0.64","",
"機電類指數","3,495.54","+","107.83","3.18","",
"水泥類指數","145.27","+","1.49","1.04","",
"食品類指數","1,785.82","+","5.44","0.31","",
"塑膠類指數","234.73","+","1.14","0.49","",
"紡織纖維類指數","562.24","-","2.89","-0.51","",
"電機機械類指數","211.63","+","3.19","1.53","",
"電器電纜類指數","94.72","+","1.05","1.12","",
"化學生技醫療類指數","103.59","+","0.97","0.95","",
"化學類指數","122.11","+","1.41","1.17","",
"生技醫療類指數","59.93","+","0.41","0.69","",
"玻璃陶瓷類指數","56.83","+","1.57","2.84","",
"造紙類指數","299.18","+","2.52","0.85","",
"鋼鐵類指數","129.98","+","0.90","0.70","",
"橡膠類指數","228.60","+","1.91","0.84","",
"汽車類指數","314.47","+","1.48","0.47","",
"電子工業類指數","623.52","+","19.60","3.25","",
"半導體類指數","285.40","+","11.77","4.30","",
"電腦及週邊設備類指數","118.73","+","1.60","1.37","",
"光電類指數","32.66","+","0.53","1.65","",
"通信網路類指數","123.42","+","1.02","0.83","",
"電子零組件類指數","153.24","+","3.59","2.40","",
"電子通路類指數","162.88","+","1.17","0.72","",
"資訊服務類指數","117.94","+","0.49","0.42","",
"其他電子類指數","95.32","+","2.12","2.27","",
"建材營造類指數","337.29","+","2.77","0.83","",
"航運類指數","153.34","+","1.42","0.93","",
"觀光類指數","99.40","-","0.14","-0.14","",
"金融保險類指數","1,457.07","+","8.22","0.57","",
"貿易百貨類指數","259.92","+","2.44","0.95","",
"油電燃氣類指數","109.04","+","0.09","0.08","",
"其他類指數","324.88","+","3.50","1.09","",
"臺指日報酬兩倍指數","23,365.53","+","976.40","4.36","",
"臺指反向一倍指數","5,040.88","-","112.37","-2.18","",
"電子類兩倍槓桿指數","21,509.37","+","1,311.06","6.49","",
"電子類反向指數","4,636.24","-","155.51","-3.25","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,857.23","+","40.93","1.07","",
"臺灣中小型公司治理指數","6,320.23","+","121.54","1.96","",
"臺灣IPO指數","4,368.27","+","106.90","2.51","",
"智慧中立指數","3,484.98","+","21.03","0.61","",
"臺灣5G指數","6,800.52","+","223.03","3.39","",
"臺灣企業社會責任中小型指數","7,531.89","+","99.32","1.34","",
"特選臺灣電動車代表指數","5,594.08","+","58.10","1.05","",
"臺灣5G+通訊指數","5,112.65","+","165.74","3.35","",
"臺灣全市場指數","4,607.84","+","104.56","2.32","",
"臺灣全市場半導體指數","4,211.28","+","163.76","4.05","",
"臺灣電動車與自駕科技永續概念指數","3,765.92","+","116.23","3.18","",
"臺灣智慧移動與電動車指數","3,549.79","+","114.74","3.34","",
"特選小資高價30指數","3,988.44","+","137.93","3.58","",
"特選臺灣綠能及電動車指數","4,070.29","+","78.24","1.96","",
"特選臺灣智能車供應鏈聯盟指數","3,837.44","+","114.61","3.08","",
"臺灣全市場半導體精選30指數","3,323.95","+","130.42","4.08","",
"特選臺灣高股息30指數","3,594.59","+","53.71","1.52","",
"臺灣友善環境指數","4,135.42","+","90.47","2.24","",
"台灣永續價值指數","3,853.58","+","69.69","1.84","",
"特選臺灣IC設計指數","2,508.19","+","129.27","5.43","",
"特選臺灣環境永續高股息指數","3,786.62","+","49.96","1.34","",
"臺灣友善環境50指數","3,593.58","+","88.11","2.51","",
"特選台灣策略高股息30指數","3,520.74","+","69.62","2.02","",
"特選臺灣IC設計產業代表指數","2,983.97","+","140.82","4.95","",
"特選臺灣綠能指數","4,372.77","+","48.48","1.12","",
