"111年08月26日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","17,498.43","+","90.00","0.52","",
"發行量加權股價指數","15,278.44","+","78.40","0.52","",
"臺灣公司治理100指數","8,794.28","+","47.90","0.55","",
"臺灣50指數","11,745.86","+","66.15","0.57","",
"臺灣50權重上限30%指數","11,092.80","+","55.14","0.50","",
"臺灣中型100指數","13,066.28","+","50.96","0.39","",
"臺灣資訊科技指數","19,969.04","+","128.66","0.65","",
"臺灣發達指數","10,003.37","+","15.96","0.16","",
"臺灣高股息指數","6,198.79","+","21.84","0.35","",
"臺灣就業99指數","9,161.51","+","69.31","0.76","",
"臺灣高薪100指數","8,352.32","+","47.55","0.57","",
"未含金融指數","13,122.25","+","69.09","0.53","",
"未含電子指數","17,931.60","+","79.39","0.44","",
"未含金融電子指數","14,911.52","+","67.75","0.46","",
"小型股300指數","8,489.28","+","49.91","0.59","",
"水泥窯製類指數","644.43","+","2.41","0.38","",
"塑膠化工類指數","845.64","-","0.62","-0.07","",
"機電類指數","3,961.57","+","21.22","0.54","",
"水泥類指數","171.47","+","0.52","0.30","",
"食品類指數","1,851.25","+","5.06","0.27","",
"塑膠類指數","242.51","-","1.49","-0.61","",
"紡織纖維類指數","577.21","-","2.37","-0.41","",
"電機機械類指數","229.20","-","0.26","-0.11","",
"電器電纜類指數","95.38","-","0.47","-0.49","",
"化學生技醫療類指數","123.61","+","1.18","0.96","",
"化學類指數","143.24","+","0.10","0.07","",
"生技醫療類指數","72.79","+","1.34","1.88","",
"玻璃陶瓷類指數","47.67","+","0.42","0.89","",
"造紙類指數","307.58","+","1.71","0.56","",
"鋼鐵類指數","140.11","+","0.34","0.24","",
"橡膠類指數","249.35","+","1.00","0.40","",
"汽車類指數","331.10","+","3.53","1.08","",
"電子工業類指數","708.17","+","3.97","0.56","",
"半導體類指數","338.60","+","2.25","0.67","",
"電腦及週邊設備類指數","123.73","+","0.24","0.19","",
"光電類指數","33.86","+","0.31","0.92","",
"通信網路類指數","136.12","-","0.07","-0.05","",
"電子零組件類指數","159.43","+","0.64","0.40","",
"電子通路類指數","174.36","+","1.44","0.83","",
"資訊服務類指數","128.46","+","0.19","0.15","",
"其他電子類指數","102.58","+","0.63","0.62","",
"建材營造類指數","361.02","+","2.16","0.60","",
"航運類指數","198.01","+","3.34","1.72","",
"觀光類指數","100.09","+","2.42","2.48","",
"金融保險類指數","1,592.50","+","6.62","0.42","",
"貿易百貨類指數","291.72","+","1.28","0.44","",
"油電燃氣類指數","113.46","-","0.10","-0.09","",
"其他類指數","364.17","+","2.81","0.78","",
"臺指日報酬兩倍指數","29,628.00","+","302.51","1.03","",
"臺指反向一倍指數","4,545.87","-","23.57","-0.52","",
"電子類兩倍槓桿指數","28,196.57","+","314.38","1.13","",
"電子類反向指數","4,146.61","-","23.51","-0.56","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,606.59","+","63.02","1.39","",
"臺灣中小型公司治理指數","6,809.17","-","26.71","-0.39","",
"臺灣IPO指數","5,439.55","+","61.44","1.14","",
"智慧中立指數","3,655.59","+","0.13","--","",
"臺灣5G指數","7,384.69","+","37.93","0.52","",
"臺灣企業社會責任中小型指數","7,937.59","+","39.40","0.50","",
"特選臺灣電動車代表指數","5,652.30","+","37.34","0.67","",
"臺灣5G+通訊指數","5,656.69","+","31.49","0.56","",
"臺灣全市場指數","5,196.10","+","27.96","0.54","",
"臺灣全市場半導體指數","4,758.27","+","26.62","0.56","",
"臺灣電動車與自駕科技永續概念指數","4,105.84","+","28.95","0.71","",
"臺灣智慧移動與電動車指數","3,771.70","+","15.71","0.42","",
"特選小資高價30指數","4,391.06","+","19.77","0.45","",
"特選臺灣綠能及電動車指數","4,375.87","+","14.72","0.34","",
"特選臺灣智能車供應鏈聯盟指數","4,195.93","+","23.42","0.56","",
"臺灣全市場半導體精選30指數","3,743.47","+","20.95","0.56","",
"特選臺灣高股息30指數","3,817.09","+","24.65","0.65","",
"臺灣友善環境指數","4,569.41","+","24.46","0.54","",
"台灣永續價值指數","4,290.36","+","24.94","0.58","",
"特選臺灣IC設計指數","2,797.81","+","14.27","0.51","",
"特選臺灣環境永續高股息指數","4,001.34","+","28.86","0.73","",
"臺灣友善環境50指數","3,993.55","+","21.19","0.53","",
"特選台灣策略高股息30指數","3,774.19","+","16.95","0.45","",
"特選臺灣IC設計產業代表指數","3,269.40","+","11.06","0.34","",
"特選臺灣綠能指數","4,726.39","+","5.91","0.13","",
"特選臺灣成長高股息指數","3,738.09","+","22.43","0.60","",
"特選臺灣智慧50指數","3,882.05","+","14.97","0.39","",
"特選臺灣標竿PCB指數","3,827.84","+","26.92","0.71","",
"臺灣晶圓製造指數","4,312.68","+","28.30","0.66","",
"臺灣精選高息指數","3,793.16","+","16.60","0.44","",
"臺灣多因子優選高股息30指數","4,731.13","+","23.93","0.51","",
"特選臺灣優利高填息30指數","4,459.92","+","25.92","0.58","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","28,240.46","+","233.82","0.83","",
"金融類日報酬反向一倍指數","4,831.55","-","20.25","-0.42","",
"漲升股利150指數","7,857.39","+","28.40","0.36","",
"藍籌30指數","7,370.16","+","27.77","0.38","",
"工業菁英30指數","7,775.09","+","17.72","0.23","",
"電子菁英30指數","7,437.12","+","18.92","0.26","",
"低波動股利精選30指數","6,980.07","+","29.10","0.42","",
"中小型A級動能50指數","13,838.72","-","26.20","-0.19","",
"特選高息低波指數","6,641.09","+","19.18","0.29","",
"臺灣永續指數","7,761.47","+","38.60","0.50","",
"特選內需高收益指數","5,886.75","+","13.15","0.22","",
"價值投資指數","5,850.06","+","31.75","0.55","",
"存股雙十等權重指數","6,815.30","+","40.08","0.59","",
"特選大蘋果指數","6,522.87","+","56.84","0.88","",
"中小型300指數","8,469.41","+","39.30","0.47","",
"特股高息20指數","5,940.29","+","4.02","0.07","",
"臺灣500指數","7,873.65","+","38.58","0.49","",
"臺灣勞工權益指數","7,225.45","+","26.89","0.37","",
"微波高息精選20指數","6,399.69","+","18.39","0.29","",
"特選世代行動通訊指數","6,397.55","+","3.14","0.05","",
"智慧投資多因子30指數","5,149.91","+","18.72","0.36","",
"臺股期貨指數","7,965.43","+","36.06","0.45","",
"特選價值成長指數","6,229.54","+","29.19","0.47","",
"臺灣上櫃永續指數","5,867.37","-","9.62","-0.16","",
"特選台股領航指數","6,785.57","+","36.47","0.54","",
"特選Smart多因子指數","5,709.28","+","25.61","0.45","",
"特選ESG高股息指數","3,961.50","+","12.49","0.32","",
"特選上櫃ESG成長指數","4,322.46","+","23.74","0.55","",
"特選上櫃ESG電子菁英指數","4,433.85","-","17.15","-0.39","",
"新臺灣高股息指數","4,368.53","+","20.08","0.46","",
"臺灣優息存股指數","4,772.58","+","7.62","0.16","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","24,375.64","+","128.79","0.53","",
"發行量加權股價報酬指數","31,619.42","+","166.08","0.53","",
"臺灣公司治理100報酬指數","12,030.29","+","65.52","0.55","",
"臺灣50報酬指數","24,471.46","+","137.83","0.57","",
"臺灣50權重上限30%報酬指數","23,375.45","+","116.19","0.50","",
"臺灣中型100報酬指數","25,474.67","+","108.78","0.43","",
"臺灣資訊科技股報酬指數","39,014.22","+","251.35","0.65","",
"臺灣發達報酬指數","19,279.62","+","37.21","0.19","",
"臺灣高股息報酬指數","17,100.99","+","60.26","0.35","",
"臺灣就業99報酬指數","14,271.26","+","107.98","0.76","",
"臺灣高薪100報酬指數","12,019.69","+","69.09","0.58","",
"未含金融電子報酬指數","31,651.57","+","156.35","0.50","",
"小型股300報酬指數","11,213.39","+","70.36","0.63","",
