"111年04月13日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,675.27","+","343.14","1.77","",
"發行量加權股價指數","17,301.65","+","310.74","1.83","",
"臺灣公司治理100指數","10,077.01","+","200.57","2.03","",
"臺灣50指數","13,462.21","+","277.86","2.11","",
"臺灣50權重上限30%指數","12,798.37","+","234.72","1.87","",
"臺灣中型100指數","14,508.73","+","238.66","1.67","",
"臺灣資訊科技指數","22,573.25","+","587.17","2.67","",
"臺灣發達指數","11,290.85","+","132.90","1.19","",
"臺灣高股息指數","7,754.83","+","122.75","1.61","",
"臺灣就業99指數","10,596.00","+","141.56","1.35","",
"臺灣高薪100指數","9,924.83","+","119.04","1.21","",
"未含金融指數","14,725.48","+","293.21","2.03","",
"未含電子指數","20,666.98","+","222.64","1.09","",
"未含金融電子指數","16,831.77","+","228.46","1.38","",
"小型股300指數","9,145.64","+","106.16","1.17","",
"水泥窯製類指數","726.00","+","2.02","0.28","",
"塑膠化工類指數","955.86","+","2.15","0.23","",
"機電類指數","4,419.96","+","100.66","2.33","",
"水泥類指數","188.64","+","0.48","0.26","",
"食品類指數","1,890.20","+","11.32","0.60","",
"塑膠類指數","288.99","+","0.76","0.26","",
"紡織纖維類指數","594.36","+","6.73","1.15","",
"電機機械類指數","231.14","+","2.12","0.93","",
"電器電纜類指數","95.27","+","5.36","5.96","",
"化學生技醫療類指數","124.87","+","0.40","0.32","",
"化學類指數","155.28","-","0.25","-0.16","",
"生技醫療類指數","67.36","+","0.68","1.02","",
"玻璃陶瓷類指數","62.69","+","0.26","0.42","",
"造紙類指數","376.54","+","3.70","0.99","",
"鋼鐵類指數","191.20","+","2.47","1.31","",
"橡膠類指數","267.08","-","0.74","-0.28","",
"汽車類指數","318.66","+","5.82","1.86","",
"電子工業類指數","792.50","+","18.10","2.34","",
"半導體類指數","391.18","+","10.80","2.84","",
"電腦及週邊設備類指數","138.30","+","1.93","1.42","",
"光電類指數","36.58","+","0.52","1.44","",
"通信網路類指數","137.68","+","0.39","0.28","",
"電子零組件類指數","177.79","+","3.45","1.98","",
"電子通路類指數","206.16","+","2.34","1.15","",
"資訊服務類指數","131.94","+","2.26","1.74","",
"其他電子類指數","97.46","+","1.90","1.99","",
