"111年07月19日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,725.65","-","29.66","-0.18","",
"發行量加權股價指數","14,694.08","-","25.56","-0.17","",
"臺灣公司治理100指數","8,480.67","-","25.53","-0.30","",
"臺灣50指數","11,310.70","-","53.84","-0.47","",
"臺灣50權重上限30%指數","10,695.19","-","36.69","-0.34","",
"臺灣中型100指數","12,502.57","+","31.82","0.26","",
"臺灣資訊科技指數","19,180.69","-","125.24","-0.65","",
"臺灣發達指數","9,875.87","+","38.81","0.39","",
"臺灣高股息指數","6,085.63","+","33.34","0.55","",
"臺灣就業99指數","8,777.28","+","7.38","0.08","",
"臺灣高薪100指數","8,051.51","-","2.23","-0.03","",
"未含金融指數","12,662.42","-","22.05","-0.17","",
"未含電子指數","17,319.53","+","105.27","0.61","",
"未含金融電子指數","14,581.24","+","136.47","0.94","",
"小型股300指數","8,016.48","+","34.23","0.43","",
"水泥窯製類指數","634.48","+","9.01","1.44","",
"塑膠化工類指數","793.51","+","6.03","0.77","",
"機電類指數","3,801.47","-","25.57","-0.67","",
"水泥類指數","168.90","+","2.47","1.48","",
"食品類指數","1,837.69","+","1.30","0.07","",
"塑膠類指數","228.91","+","2.38","1.05","",
"紡織纖維類指數","550.72","+","5.50","1.01","",
"電機機械類指數","229.40","+","0.27","0.12","",
"電器電纜類指數","86.22","-","0.39","-0.45","",
"化學生技醫療類指數","111.62","+","0.54","0.49","",
"化學類指數","132.64","+","0.90","0.68","",
"生技醫療類指數","63.98","+","0.16","0.25","",
"玻璃陶瓷類指數","46.78","+","0.53","1.15","",
"造紙類指數","290.97","+","4.63","1.62","",
"鋼鐵類指數","139.51","+","0.28","0.20","",
"橡膠類指數","250.45","-","0.59","-0.24","",
"汽車類指數","326.71","+","1.80","0.55","",
"電子工業類指數","679.15","-","4.72","-0.69","",
"半導體類指數","325.38","-","2.63","-0.80","",
"電腦及週邊設備類指數","121.56","+","0.51","0.42","",
"光電類指數","31.90","-","0.01","-0.03","",
"通信網路類指數","132.94","-","2.34","-1.73","",
"電子零組件類指數","150.97","+","0.10","0.07","",
"電子通路類指數","165.34","-","2.85","-1.69","",
"資訊服務類指數","120.66","-","0.33","-0.27","",
"其他電子類指數","95.49","-","0.93","-0.96","",
"建材營造類指數","345.59","+","2.54","0.74","",
"航運類指數","205.82","+","6.58","3.30","",
"觀光類指數","99.60","+","0.60","0.61","",
"金融保險類指數","1,494.48","-","2.58","-0.17","",
"貿易百貨類指數","305.67","-","0.53","-0.17","",
"油電燃氣類指數","111.38","+","0.60","0.54","",
"其他類指數","346.36","+","2.61","0.76","",
"臺指日報酬兩倍指數","27,458.91","-","95.69","-0.35","",
"臺指反向一倍指數","4,736.09","+","8.21","0.17","",
"電子類兩倍槓桿指數","26,013.48","-","364.11","-1.38","",
"電子類反向指數","4,337.41","+","29.73","0.69","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,914.47","+","2.82","0.07","",
"臺灣中小型公司治理指數","6,433.60","-","8.32","-0.13","",
"臺灣IPO指數","5,182.95","-","44.33","-0.85","",
"智慧中立指數","3,737.39","-","6.79","-0.18","",
"臺灣5G指數","7,158.43","-","29.96","-0.42","",
"臺灣企業社會責任中小型指數","7,581.42","+","26.66","0.35","",
"特選臺灣電動車代表指數","5,360.83","+","16.36","0.31","",
"臺灣5G+通訊指數","5,429.57","-","43.63","-0.80","",
"臺灣全市場指數","4,962.22","-","10.47","-0.21","",
"臺灣全市場半導體指數","4,548.84","-","34.01","-0.74","",
"臺灣電動車與自駕科技永續概念指數","3,943.45","-","8.60","-0.22","",
"臺灣智慧移動與電動車指數","3,660.18","-","18.54","-0.50","",
"特選小資高價30指數","4,159.61","-","29.98","-0.72","",
"特選臺灣綠能及電動車指數","4,140.42","+","1.66","0.04","",
"特選臺灣智能車供應鏈聯盟指數","3,998.68","-","15.41","-0.38","",
"臺灣全市場半導體精選30指數","3,592.45","-","32.10","-0.89","",
"特選臺灣高股息30指數","3,816.91","+","15.20","0.40","",
"臺灣友善環境指數","4,423.03","-","2.45","-0.06","",
"台灣永續價值指數","4,103.02","-","12.34","-0.30","",
"特選臺灣IC設計指數","2,708.44","-","45.07","-1.64","",
"特選臺灣環境永續高股息指數","4,038.89","+","41.39","1.04","",
"臺灣友善環境50指數","3,868.26","-","5.23","-0.14","",
"特選台灣策略高股息30指數","3,786.34","+","12.36","0.33","",
"特選臺灣IC設計產業代表指數","3,027.54","-","46.29","-1.51","",
"特選臺灣綠能指數","4,506.75","-","17.57","-0.39","",
"特選臺灣成長高股息指數","3,783.26","+","28.27","0.75","",
"特選臺灣智慧50指數","3,777.02","+","0.39","0.01","",
"特選臺灣標竿PCB指數","3,657.85","+","7.31","0.20","",
"臺灣晶圓製造指數","4,096.55","-","21.59","-0.52","",
"臺灣精選高息指數","3,854.86","+","36.21","0.95","",
"臺灣多因子優選高股息30指數","4,621.21","-","4.63","-0.10","",
"特選臺灣優利高填息30指數","4,432.01","+","36.27","0.83","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","24,905.82","-","86.14","-0.34","",
"金融類日報酬反向一倍指數","5,155.75","+","8.87","0.17","",
"漲升股利150指數","7,649.64","+","7.37","0.10","",
"藍籌30指數","7,083.68","-","32.04","-0.45","",
"工業菁英30指數","7,459.09","-","29.39","-0.39","",
"電子菁英30指數","7,125.19","-","59.09","-0.82","",
"低波動股利精選30指數","6,689.70","-","7.13","-0.11","",
"中小型A級動能50指數","12,852.39","-","6.85","-0.05","",
"特選高息低波指數","6,533.88","-","4.96","-0.08","",
"臺灣永續指數","7,452.21","-","17.62","-0.24","",
"特選內需高收益指數","5,923.99","-","27.83","-0.47","",
"價值投資指數","5,768.67","+","73.35","1.29","",
"存股雙十等權重指數","6,724.45","+","47.67","0.71","",
"特選大蘋果指數","6,279.73","+","9.02","0.14","",
"中小型300指數","8,131.12","+","27.39","0.34","",
"特股高息20指數","5,853.88","-","14.54","-0.25","",
"臺灣500指數","7,586.54","-","12.31","-0.16","",
"臺灣勞工權益指數","6,930.85","+","0.69","0.01","",
"微波高息精選20指數","6,165.50","+","2.85","0.05","",
"特選世代行動通訊指數","6,155.69","-","56.64","-0.91","",
"智慧投資多因子30指數","5,056.93","-","2.75","-0.05","",
"臺股期貨指數","7,563.67","+","14.13","0.19","",
"特選價值成長指數","6,201.34","+","96.55","1.58","",
"臺灣上櫃永續指數","5,113.70","-","51.99","-1.01","",
"特選台股領航指數","6,581.27","-","19.37","-0.29","",
"特選Smart多因子指數","5,503.42","-","7.84","-0.14","",
"特選ESG高股息指數","3,776.69","-","11.90","-0.31","",
"特選上櫃ESG成長指數","3,562.60","-","44.71","-1.24","",
"特選上櫃ESG電子菁英指數","3,796.91","-","52.75","-1.37","",
"新臺灣高股息指數","4,220.26","+","23.17","0.55","",
"臺灣優息存股指數","4,632.05","+","27.77","0.60","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","23,039.37","-","30.30","-0.13","",
"發行量加權股價報酬指數","30,071.97","-","41.29","-0.14","",
"臺灣公司治理100報酬指數","11,485.19","-","31.82","-0.28","",
"臺灣50報酬指數","23,367.45","-","111.23","-0.47","",
"臺灣50權重上限30%報酬指數","22,292.15","-","76.47","-0.34","",
"臺灣中型100報酬指數","23,932.86","+","87.61","0.37","",
"臺灣資訊科技股報酬指數","37,304.84","-","233.73","-0.62","",
