"111年10月05日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","15,791.40","+","238.28","1.53","",
"發行量加權股價指數","13,801.43","+","224.91","1.66","",
"臺灣公司治理100指數","7,880.01","+","172.63","2.24","",
"臺灣50指數","10,485.87","+","263.73","2.58","",
"臺灣50權重上限30%指數","9,983.36","+","217.82","2.23","",
"臺灣中型100指數","12,102.98","+","45.74","0.38","",
"臺灣資訊科技指數","17,794.42","+","531.78","3.08","",
"臺灣發達指數","9,183.99","+","25.51","0.28","",
"臺灣高股息指數","5,667.60","+","65.76","1.17","",
"臺灣就業99指數","8,376.74","+","98.85","1.19","",
"臺灣高薪100指數","7,606.21","+","120.04","1.60","",
"未含金融指數","11,838.17","+","204.93","1.76","",
"未含電子指數","16,409.51","+","71.71","0.44","",
"未含金融電子指數","13,666.56","+","32.34","0.24","",
"小型股300指數","7,849.99","+","21.96","0.28","",
"水泥窯製類指數","584.08","+","4.36","0.75","",
"塑膠化工類指數","796.49","+","0.53","0.07","",
"機電類指數","3,552.22","+","82.63","2.38","",
"水泥類指數","152.70","+","1.27","0.84","",
"食品類指數","1,797.72","+","12.32","0.69","",
"塑膠類指數","232.71","+","0.62","0.27","",
"紡織纖維類指數","549.23","-","0.13","-0.02","",
"電機機械類指數","210.25","-","2.22","-1.04","",
"電器電纜類指數","93.04","-","0.37","-0.40","",
"化學生技醫療類指數","110.91","-","0.66","-0.59","",
"化學類指數","127.38","-","0.72","-0.56","",
"生技醫療類指數","65.90","-","0.42","-0.63","",
"玻璃陶瓷類指數","48.59","+","0.11","0.23","",
"造紙類指數","289.94","+","2.10","0.73","",
"鋼鐵類指數","130.07","+","1.31","1.02","",
"橡膠類指數","238.78","+","1.37","0.58","",
"汽車類指數","313.65","-","1.72","-0.55","",
"電子工業類指數","634.18","+","15.44","2.50","",
"半導體類指數","295.30","+","9.35","3.27","",
"電腦及週邊設備類指數","118.39","+","1.01","0.86","",
"光電類指數","30.36","+","0.30","1.00","",
"通信網路類指數","126.39","-","0.23","-0.18","",
"電子零組件類指數","146.60","+","2.43","1.69","",
"電子通路類指數","164.41","+","0.83","0.51","",
"資訊服務類指數","121.30","-","0.12","-0.10","",
"其他電子類指數","97.70","+","2.94","3.10","",
"建材營造類指數","340.00","+","0.84","0.25","",
"航運類指數","159.83","+","2.11","1.34","",
"觀光類指數","101.73","-","0.58","-0.57","",
"金融保險類指數","1,452.24","+","13.05","0.91","",
"貿易百貨類指數","265.34","-","1.65","-0.62","",
"油電燃氣類指數","106.30","-","0.27","-0.25","",
"其他類指數","326.34","+","1.53","0.47","",
"臺指日報酬兩倍指數","24,059.41","+","771.58","3.31","",
"臺指反向一倍指數","5,008.53","-","84.37","-1.66","",
"電子類兩倍槓桿指數","22,464.71","+","1,067.87","4.99","",
"電子類反向指數","4,600.61","-","117.74","-2.50","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,026.61","-","13.97","-0.35","",
"臺灣中小型公司治理指數","6,256.31","+","44.26","0.71","",
"臺灣IPO指數","4,560.44","-","20.28","-0.44","",
"智慧中立指數","3,502.21","+","5.99","0.17","",
"臺灣5G指數","6,614.96","+","151.90","2.35","",
"臺灣企業社會責任中小型指數","7,429.80","+","38.66","0.52","",
"特選臺灣電動車代表指數","5,415.01","+","60.55","1.13","",
"臺灣5G+通訊指數","5,124.42","+","142.68","2.86","",
"臺灣全市場指數","4,672.86","+","81.31","1.77","",
"臺灣全市場半導體指數","4,152.50","+","102.50","2.53","",
"臺灣電動車與自駕科技永續概念指數","3,729.71","+","83.42","2.29","",
"臺灣智慧移動與電動車指數","3,414.80","+","83.93","2.52","",
"特選小資高價30指數","3,894.92","+","83.72","2.20","",
"特選臺灣綠能及電動車指數","4,060.06","+","63.53","1.59","",
"特選臺灣智能車供應鏈聯盟指數","3,827.40","+","103.21","2.77","",
"臺灣全市場半導體精選30指數","3,270.12","+","89.89","2.83","",
"特選臺灣高股息30指數","3,511.49","+","20.28","0.58","",
"臺灣友善環境指數","4,141.74","+","75.05","1.85","",
"台灣永續價值指數","3,894.81","+","71.82","1.88","",
"特選臺灣IC設計指數","2,384.73","+","51.47","2.21","",
"特選臺灣環境永續高股息指數","3,699.32","+","39.20","1.07","",
"臺灣友善環境50指數","3,610.05","+","86.24","2.45","",
"特選台灣策略高股息30指數","3,416.10","+","21.76","0.64","",
"特選臺灣IC設計產業代表指數","2,808.66","+","54.40","1.98","",
"特選臺灣綠能指數","4,425.52","+","80.46","1.85","",
"特選臺灣成長高股息指數","3,390.64","+","19.85","0.59","",
"特選臺灣智慧50指數","3,350.81","+","75.34","2.30","",
"特選臺灣標竿PCB指數","3,329.79","+","8.58","0.26","",
"臺灣晶圓製造指數","3,776.78","+","104.00","2.83","",
"臺灣精選高息指數","3,411.07","+","48.50","1.44","",
"臺灣多因子優選高股息30指數","4,405.35","+","44.12","1.01","",
"特選臺灣優利高填息30指數","4,042.53","+","58.62","1.47","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","23,421.74","+","417.19","1.81","",
"金融類日報酬反向一倍指數","5,284.23","-","48.35","-0.91","",
"漲升股利150指數","7,201.42","+","92.07","1.30","",
"藍籌30指數","6,612.39","+","145.65","2.25","",
"工業菁英30指數","6,992.79","+","149.11","2.18","",
"電子菁英30指數","6,780.63","+","147.55","2.22","",
"低波動股利精選30指數","6,380.98","+","52.38","0.83","",
"中小型A級動能50指數","12,933.68","+","60.90","0.47","",
"特選高息低波指數","6,277.52","+","38.12","0.61","",
"臺灣永續指數","7,033.81","+","146.38","2.13","",
