"111年04月14日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,618.36","-","56.91","-0.29","",
"發行量加權股價指數","17,245.65","-","56.00","-0.32","",
"臺灣公司治理100指數","10,023.54","-","53.47","-0.53","",
"臺灣50指數","13,396.28","-","65.93","-0.49","",
"臺灣50權重上限30%指數","12,715.89","-","82.48","-0.64","",
"臺灣中型100指數","14,497.60","-","11.13","-0.08","",
"臺灣資訊科技指數","22,541.89","-","31.36","-0.14","",
"臺灣發達指數","11,306.62","+","15.77","0.14","",
"臺灣高股息指數","7,728.16","-","26.67","-0.34","",
"臺灣就業99指數","10,523.58","-","72.42","-0.68","",
"臺灣高薪100指數","9,829.74","-","95.09","-0.96","",
"未含金融指數","14,724.03","-","1.45","-0.01","",
"未含電子指數","20,525.54","-","141.44","-0.68","",
"未含金融電子指數","16,855.07","+","23.30","0.14","",
"小型股300指數","9,167.03","+","21.39","0.23","",
"水泥窯製類指數","722.50","-","3.50","-0.48","",
"塑膠化工類指數","957.19","+","1.33","0.14","",
"機電類指數","4,419.05","-","0.91","-0.02","",
"水泥類指數","187.60","-","1.04","-0.55","",
"食品類指數","1,897.49","+","7.29","0.39","",
"塑膠類指數","288.27","-","0.72","-0.25","",
"紡織纖維類指數","589.68","-","4.68","-0.79","",
"電機機械類指數","233.62","+","2.48","1.07","",
"電器電纜類指數","99.82","+","4.55","4.78","",
"化學生技醫療類指數","126.54","+","1.67","1.34","",
"化學類指數","156.48","+","1.20","0.77","",
"生技醫療類指數","68.78","+","1.42","2.11","",
"玻璃陶瓷類指數","62.65","-","0.04","-0.06","",
"造紙類指數","377.15","+","0.61","0.16","",
"鋼鐵類指數","191.53","+","0.33","0.17","",
"橡膠類指數","266.76","-","0.32","-0.12","",
"汽車類指數","319.19","+","0.53","0.17","",
"電子工業類指數","791.88","-","0.62","-0.08","",
"半導體類指數","390.30","-","0.88","-0.22","",
"電腦及週邊設備類指數","138.60","+","0.30","0.22","",
"光電類指數","36.58","","--","--","",
"通信網路類指數","138.34","+","0.66","0.48","",
"電子零組件類指數","178.05","+","0.26","0.15","",
"電子通路類指數","207.42","+","1.26","0.61","",
"資訊服務類指數","131.41","-","0.53","-0.40","",
"其他電子類指數","97.40","-","0.06","-0.06","",
"建材營造類指數","380.37","+","0.81","0.21","",
"航運類指數","267.99","-","0.81","-0.30","",
"觀光類指數","96.14","-","0.76","-0.78","",
"金融保險類指數","1,874.52","-","46.88","-2.44","",
"貿易百貨類指數","315.42","+","0.96","0.31","",
"油電燃氣類指數","121.85","-","0.73","-0.60","",
"其他類指數","390.23","+","1.97","0.51","",
"臺指日報酬兩倍指數","38,347.64","-","249.86","-0.65","",
"臺指反向一倍指數","4,090.37","+","13.20","0.32","",
"電子類兩倍槓桿指數","36,029.53","-","56.46","-0.16","",
"電子類反向指數","3,788.92","+","2.96","0.08","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,348.38","+","69.97","1.64","",
"臺灣中小型公司治理指數","7,425.09","+","4.52","0.06","",
"臺灣IPO指數","6,648.63","-","20.60","-0.31","",
"智慧中立指數","4,012.86","-","6.86","-0.17","",
"臺灣5G指數","8,615.70","-","17.17","-0.20","",
"臺灣企業社會責任中小型指數","8,792.25","-","16.99","-0.19","",
"特選臺灣電動車代表指數","6,017.35","+","5.49","0.09","",
"臺灣5G+通訊指數","6,288.66","-","16.76","-0.27","",
"臺灣全市場指數","5,850.48","-","19.15","-0.33","",
"臺灣全市場半導體指數","5,740.23","-","29.45","-0.51","",
"臺灣電動車與自駕科技永續概念指數","4,694.15","-","15.49","-0.33","",
"臺灣智慧移動與電動車指數","4,460.90","-","1.55","-0.03","",
"特選小資高價30指數","5,100.04","-","4.08","-0.08","",
"特選臺灣綠能及電動車指數","4,796.10","+","10.55","0.22","",
"特選臺灣智能車供應鏈聯盟指數","4,644.88","-","11.44","-0.25","",
"臺灣全市場半導體精選30指數","4,542.19","-","26.23","-0.57","",
"特選臺灣高股息30指數","5,070.64","-","14.19","-0.28","",
"臺灣友善環境指數","5,324.26","-","26.16","-0.49","",
"台灣永續價值指數","4,941.09","-","37.18","-0.75","",
"特選臺灣IC設計指數","3,868.52","+","1.73","0.04","",
"特選臺灣環境永續高股息指數","4,976.52","-","14.53","-0.29","",
"臺灣友善環境50指數","4,588.92","-","29.96","-0.65","",
"特選台灣策略高股息30指數","4,752.47","-","6.65","-0.14","",
"特選臺灣IC設計產業代表指數","4,349.13","-","20.68","-0.47","",
"特選臺灣綠能指數","5,092.07","+","19.74","0.39","",
"價格指數(臺灣指數公司)"
