"111年09月19日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,533.08","-","163.17","-0.98","",
"發行量加權股價指數","14,425.68","-","136.08","-0.93","",
"臺灣公司治理100指數","8,221.39","-","73.46","-0.89","",
"臺灣50指數","10,952.51","-","89.60","-0.81","",
"臺灣50權重上限30%指數","10,412.43","-","77.02","-0.73","",
"臺灣中型100指數","12,718.26","-","97.86","-0.76","",
"臺灣資訊科技指數","18,572.93","-","133.20","-0.71","",
"臺灣發達指數","9,552.13","-","132.39","-1.37","",
"臺灣高股息指數","5,997.33","-","65.06","-1.07","",
"臺灣就業99指數","8,814.33","-","37.31","-0.42","",
"臺灣高薪100指數","7,972.34","-","63.76","-0.79","",
"未含金融指數","12,351.34","-","125.24","-1.00","",
"未含電子指數","17,153.50","-","209.32","-1.21","",
"未含金融電子指數","14,206.32","-","222.29","-1.54","",
"小型股300指數","8,220.88","-","96.62","-1.16","",
"水泥窯製類指數","636.60","+","1.32","0.21","",
"塑膠化工類指數","813.86","-","12.38","-1.50","",
"機電類指數","3,711.41","-","27.98","-0.75","",
"水泥類指數","170.78","+","0.36","0.21","",
"食品類指數","1,814.32","-","11.10","-0.61","",
"塑膠類指數","229.74","-","2.52","-1.08","",
"紡織纖維類指數","573.38","-","2.89","-0.50","",
"電機機械類指數","218.48","-","2.47","-1.12","",
"電器電纜類指數","95.06","+","0.58","0.61","",
"化學生技醫療類指數","119.79","-","3.26","-2.65","",
"化學類指數","135.27","-","3.26","-2.35","",
"生技醫療類指數","72.37","-","2.19","-2.94","",
"玻璃陶瓷類指數","44.31","+","0.08","0.18","",
"造紙類指數","295.80","-","5.72","-1.90","",
"鋼鐵類指數","137.01","-","0.56","-0.41","",
"橡膠類指數","258.64","-","2.02","-0.77","",
"汽車類指數","327.67","-","4.63","-1.39","",
"電子工業類指數","662.82","-","5.02","-0.75","",
"半導體類指數","309.44","-","2.99","-0.96","",
"電腦及週邊設備類指數","122.91","-","0.01","-0.01","",
"光電類指數","33.19","-","0.43","-1.28","",
"通信網路類指數","132.26","-","0.55","-0.41","",
"電子零組件類指數","152.44","-","0.22","-0.14","",
"電子通路類指數","169.82","-","2.38","-1.38","",
"資訊服務類指數","125.57","-","0.22","-0.17","",
"其他電子類指數","99.35","-","0.58","-0.58","",
"建材營造類指數","354.62","-","4.12","-1.15","",
"航運類指數","171.31","-","10.38","-5.71","",
"觀光類指數","98.60","-","1.13","-1.13","",
"金融保險類指數","1,537.62","-","6.79","-0.44","",
"貿易百貨類指數","270.53","-","1.01","-0.37","",
"油電燃氣類指數","107.26","-","1.56","-1.43","",
"其他類指數","346.39","-","2.84","-0.81","",
"臺指日報酬兩倍指數","26,352.95","-","501.92","-1.87","",
"臺指反向一倍指數","4,803.93","+","44.48","0.93","",
"電子類兩倍槓桿指數","24,628.96","-","375.91","-1.50","",
"電子類反向指數","4,417.77","+","32.96","0.75","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,346.12","-","125.01","-2.80","",
