"111年05月06日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","18,652.05","-","318.53","-1.68","",
"發行量加權股價指數","16,408.20","-","287.92","-1.72","",
"臺灣公司治理100指數","9,527.88","-","169.22","-1.75","",
"臺灣50指數","12,657.08","-","246.64","-1.91","",
"臺灣50權重上限30%指數","12,108.65","-","209.77","-1.70","",
"臺灣中型100指數","13,900.74","-","255.21","-1.80","",
"臺灣資訊科技指數","21,172.96","-","483.04","-2.23","",
"臺灣發達指數","11,061.16","-","117.35","-1.05","",
"臺灣高股息指數","7,520.59","-","75.45","-0.99","",
"臺灣就業99指數","10,007.18","-","151.59","-1.49","",
"臺灣高薪100指數","9,415.06","-","123.85","-1.30","",
"未含金融指數","14,033.25","-","247.46","-1.73","",
"未含電子指數","19,772.71","-","256.27","-1.28","",
"未含金融電子指數","16,415.92","-","183.91","-1.11","",
"小型股300指數","8,767.52","-","116.87","-1.32","",
"水泥窯製類指數","693.52","-","6.89","-0.98","",
"塑膠化工類指數","930.48","-","6.91","-0.74","",
"機電類指數","4,172.50","-","85.64","-2.01","",
"水泥類指數","181.11","-","1.51","-0.83","",
"食品類指數","1,870.38","-","20.92","-1.11","",
"塑膠類指數","282.85","-","2.23","-0.78","",
"紡織纖維類指數","570.34","-","11.66","-2.00","",
"電機機械類指數","221.29","-","3.82","-1.70","",
"電器電纜類指數","104.18","-","0.71","-0.68","",
"化學生技醫療類指數","120.59","-","0.53","-0.44","",
"化學類指數","149.08","-","0.24","-0.16","",
"生技醫療類指數","65.56","-","0.56","-0.85","",
"玻璃陶瓷類指數","58.09","-","1.15","-1.94","",
"造紙類指數","361.56","-","5.79","-1.58","",
"鋼鐵類指數","167.93","-","3.93","-2.29","",
"橡膠類指數","255.26","-","2.97","-1.15","",
"汽車類指數","307.92","-","5.13","-1.64","",
"電子工業類指數","747.08","-","15.47","-2.03","",
"半導體類指數","363.71","-","9.09","-2.44","",
"電腦及週邊設備類指數","134.86","-","1.44","-1.06","",
"光電類指數","33.94","-","0.56","-1.62","",
"通信網路類指數","136.66","+","0.04","0.03","",
"電子零組件類指數","166.66","-","4.89","-2.85","",
"電子通路類指數","200.50","-","1.70","-0.84","",
"資訊服務類指數","128.08","-","0.73","-0.57","",
"其他電子類指數","96.42","-","0.76","-0.78","",
"建材營造類指數","371.66","-","3.35","-0.89","",
"航運類指數","281.40","+","0.62","0.22","",
"觀光類指數","94.01","-","0.36","-0.38","",
