"111年04月27日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","18,509.47","-","375.89","-1.99","",
"發行量加權股價指數","16,303.35","-","341.44","-2.05","",
"臺灣公司治理100指數","9,482.23","-","228.54","-2.35","",
"臺灣50指數","12,596.03","-","320.66","-2.48","",
"臺灣50權重上限30%指數","12,046.39","-","260.04","-2.11","",
"臺灣中型100指數","13,727.70","-","205.60","-1.48","",
"臺灣資訊科技指數","20,901.06","-","594.74","-2.77","",
"臺灣發達指數","10,956.37","-","129.76","-1.17","",
"臺灣高股息指數","7,342.06","-","105.24","-1.41","",
"臺灣就業99指數","10,020.46","-","187.69","-1.84","",
"臺灣高薪100指數","9,420.44","-","178.82","-1.86","",
"未含金融指數","13,875.45","-","292.91","-2.07","",
"未含電子指數","19,767.74","-","303.83","-1.51","",
"未含金融電子指數","16,209.91","-","216.04","-1.32","",
"小型股300指數","8,708.95","-","144.73","-1.63","",
"水泥窯製類指數","695.59","-","7.71","-1.10","",
"塑膠化工類指數","923.08","-","12.96","-1.38","",
"機電類指數","4,129.11","-","101.30","-2.39","",
"水泥類指數","182.46","-","1.34","-0.73","",
"食品類指數","1,868.53","-","29.98","-1.58","",
"塑膠類指數","280.37","-","4.23","-1.49","",
"紡織纖維類指數","569.13","-","12.94","-2.22","",
"電機機械類指數","218.97","-","2.33","-1.05","",
"電器電纜類指數","105.97","-","2.77","-2.55","",
"化學生技醫療類指數","120.06","-","1.02","-0.84","",
"化學類指數","146.33","-","2.35","-1.58","",
"生技醫療類指數","66.56","+","0.10","0.15","",
"玻璃陶瓷類指數","56.66","-","1.98","-3.38","",
"造紙類指數","357.96","-","9.00","-2.45","",
"鋼鐵類指數","170.13","-","2.94","-1.70","",
"橡膠類指數","252.45","-","5.14","-2.00","",
"汽車類指數","306.34","-","5.39","-1.73","",
"電子工業類指數","739.15","-","18.35","-2.42","",
"半導體類指數","358.21","-","11.93","-3.22","",
"電腦及週邊設備類指數","133.74","-","2.06","-1.52","",
"光電類指數","33.21","-","0.93","-2.72","",
"通信網路類指數","140.52","-","0.59","-0.42","",
"電子零組件類指數","169.08","-","0.06","-0.04","",
"電子通路類指數","196.27","-","4.01","-2.00","",
"資訊服務類指數","127.23","-","1.94","-1.50","",
"其他電子類指數","92.98","-","1.19","-1.26","",
"建材營造類指數","366.98","-","4.43","-1.19","",
"航運類指數","262.94","-","0.45","-0.17","",
"觀光類指數","92.71","-","1.60","-1.70","",
"金融保險類指數","1,810.83","-","35.89","-1.94","",
"貿易百貨類指數","308.48","-","4.26","-1.36","",
