"111年03月18日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,881.00","+","23.06","0.12","",
"發行量加權股價指數","17,456.52","+","8.30","0.05","",
"臺灣公司治理100指數","10,150.51","-","7.81","-0.08","",
"臺灣50指數","13,601.36","-","6.73","-0.05","",
"臺灣50權重上限30%指數","12,916.01","-","1.09","-0.01","",
"臺灣中型100指數","14,592.34","+","29.97","0.21","",
"臺灣資訊科技指數","23,225.96","-","25.57","-0.11","",
"臺灣發達指數","11,298.85","-","53.17","-0.47","",
"臺灣高股息指數","7,944.59","-","42.39","-0.53","",
"臺灣就業99指數","10,537.28","+","24.86","0.24","",
"臺灣高薪100指數","9,825.07","+","28.51","0.29","",
"未含金融指數","15,005.61","-","10.94","-0.07","",
"未含電子指數","20,198.49","+","15.54","0.08","",
"未含金融電子指數","16,736.82","-","50.29","-0.30","",
"小型股300指數","9,240.70","+","50.70","0.55","",
"水泥窯製類指數","739.98","+","9.75","1.34","",
"塑膠化工類指數","958.27","-","1.61","-0.17","",
"機電類指數","4,548.77","+","2.19","0.05","",
"水泥類指數","191.44","+","2.17","1.15","",
"食品類指數","1,860.99","-","3.58","-0.19","",
"塑膠類指數","290.95","-","1.92","-0.66","",
"紡織纖維類指數","587.01","+","5.79","1.00","",
"電機機械類指數","233.72","+","1.17","0.50","",
"電器電纜類指數","85.87","+","1.38","1.63","",
"化學生技醫療類指數","120.54","+","1.37","1.15","",
"化學類指數","149.89","+","1.38","0.93","",
"生技醫療類指數","65.01","+","0.92","1.44","",
"玻璃陶瓷類指數","65.55","+","1.55","2.42","",
"造紙類指數","381.93","+","1.78","0.47","",
"鋼鐵類指數","186.46","+","0.58","0.31","",
"橡膠類指數","284.37","+","0.46","0.16","",
"汽車類指數","311.66","-","4.20","-1.33","",
"電子工業類指數","816.62","+","0.23","0.03","",
"半導體類指數","404.57","+","0.39","0.10","",
"電腦及週邊設備類指數","142.60","-","1.53","-1.06","",
"光電類指數","39.49","+","0.01","0.03","",
"通信網路類指數","135.89","-","0.45","-0.33","",
"電子零組件類指數","181.34","-","1.62","-0.89","",
"電子通路類指數","211.06","+","5.06","2.46","",
"資訊服務類指數","130.30","-","0.89","-0.68","",
"其他電子類指數","99.82","+","1.71","1.74","",
"建材營造類指數","370.61","+","0.33","0.09","",
"航運類指數","273.31","-","6.48","-2.32","",
"觀光類指數","96.81","+","0.36","0.37","",
"金融保險類指數","1,808.05","+","16.77","0.94","",
"貿易百貨類指數","301.73","-","3.18","-1.04","",
"油電燃氣類指數","124.64","-","0.30","-0.24","",
"其他類指數","379.92","+","2.18","0.58","",
"臺指日報酬兩倍指數","39,344.82","+","37.40","0.10","",
"臺指反向一倍指數","4,046.45","-","1.93","-0.05","",
"電子類兩倍槓桿指數","38,400.33","+","21.62","0.06","",
"電子類反向指數","3,682.17","-","1.04","-0.03","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,304.92","+","74.86","1.77","",
"臺灣中小型公司治理指數","7,749.23","-","36.97","-0.47","",
"臺灣IPO指數","6,969.32","+","74.91","1.09","",
"智慧中立指數","4,064.82","-","23.30","-0.57","",
"臺灣5G指數","9,077.15","-","10.69","-0.12","",
"臺灣企業社會責任中小型指數","8,804.61","+","19.40","0.22","",
"特選臺灣電動車代表指數","6,163.41","-","114.07","-1.82","",
"臺灣5G+通訊指數","6,596.80","+","0.82","0.01","",
"臺灣全市場指數","5,936.53","+","6.87","0.12","",
"臺灣全市場半導體指數","6,144.60","+","23.89","0.39","",
"臺灣電動車與自駕科技永續概念指數","4,911.26","-","22.02","-0.45","",
"臺灣智慧移動與電動車指數","4,737.57","+","2.13","0.04","",
"特選小資高價30指數","5,303.27","-","7.83","-0.15","",
"特選臺灣綠能及電動車指數","4,905.54","-","8.35","-0.17","",
"特選臺灣智能車供應鏈聯盟指數","4,828.22","-","14.55","-0.30","",
"臺灣全市場半導體精選30指數","4,872.69","+","14.66","0.30","",
"特選臺灣高股息30指數","5,333.24","+","9.87","0.19","",
"臺灣友善環境指數","5,422.83","-","12.58","-0.23","",
"台灣永續價值指數","4,939.25","+","7.21","0.15","",
"特選臺灣IC設計指數","4,243.33","+","22.35","0.53","",
"特選臺灣環境永續高股息指數","5,102.44","-","1.29","-0.03","",
