"111年11月28日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,640.80","-","221.63","-1.31","",
"發行量加權股價指數","14,556.87","-","221.64","-1.50","",
"臺灣公司治理100指數","8,351.48","-","180.67","-2.12","",
"臺灣50指數","11,181.91","-","271.61","-2.37","",
"臺灣50權重上限30%指數","10,604.86","-","217.23","-2.01","",
"臺灣中型100指數","12,737.62","-","4.96","-0.04","",
"臺灣資訊科技指數","19,160.67","-","512.63","-2.61","",
"臺灣發達指數","9,536.80","-","93.33","-0.97","",
"臺灣高股息指數","5,896.01","-","45.93","-0.77","",
"臺灣就業99指數","8,915.43","-","81.74","-0.91","",
"臺灣高薪100指數","7,997.53","-","95.91","-1.19","",
"未含金融指數","12,509.83","-","209.14","-1.64","",
"未含電子指數","16,971.93","-","104.51","-0.61","",
"未含金融電子指數","14,097.44","-","97.88","-0.69","",
"小型股300指數","8,074.11","+","31.87","0.40","",
"水泥窯製類指數","599.15","-","6.62","-1.09","",
"塑膠化工類指數","826.30","-","4.46","-0.54","",
"機電類指數","3,794.21","-","78.24","-2.02","",
"水泥類指數","151.05","-","2.04","-1.33","",
"食品類指數","1,795.95","-","5.51","-0.31","",
"塑膠類指數","246.24","-","2.14","-0.86","",
"紡織纖維類指數","564.51","+","2.05","0.36","",
"電機機械類指數","217.20","-","2.06","-0.94","",
"電器電纜類指數","103.27","+","1.03","1.01","",
"化學生技醫療類指數","112.19","+","0.45","0.40","",
"化學類指數","127.50","+","0.80","0.63","",
"生技醫療類指數","67.35","+","0.11","0.16","",
"玻璃陶瓷類指數","61.40","+","0.10","0.16","",
"造紙類指數","305.79","+","0.43","0.14","",
"鋼鐵類指數","132.10","-","2.22","-1.65","",
"橡膠類指數","233.15","-","2.07","-0.88","",
"汽車類指數","337.61","-","0.59","-0.17","",
"電子工業類指數","677.71","-","14.34","-2.07","",
"半導體類指數","322.47","-","10.13","-3.05","",
"電腦及週邊設備類指數","121.89","+","0.30","0.25","",
"光電類指數","33.67","","--","--","",
"通信網路類指數","124.11","-","1.22","-0.97","",
"電子零組件類指數","161.43","-","1.43","-0.88","",
"電子通路類指數","167.86","-","0.16","-0.10","",
"資訊服務類指數","120.77","-","0.31","-0.26","",
"其他電子類指數","94.71","-","0.37","-0.39","",
"建材營造類指數","350.11","+","0.67","0.19","",
"航運類指數","156.86","-","2.39","-1.50","",
"觀光類指數","106.58","+","2.58","2.48","",
"金融保險類指數","1,511.22","-","6.60","-0.43","",
"貿易百貨類指數","271.31","-","0.69","-0.25","",
"油電燃氣類指數","110.11","-","3.52","-3.10","",
"其他類指數","345.24","-","0.29","-0.08","",
"臺指日報酬兩倍指數","26,546.79","-","820.89","-3.00","",
"臺指反向一倍指數","4,709.88","+","69.59","1.50","",
"電子類兩倍槓桿指數","25,289.79","-","1,093.37","-4.14","",
"電子類反向指數","4,243.85","+","86.15","2.07","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,295.32","+","37.01","0.87","",
"臺灣中小型公司治理指數","6,670.45","-","14.42","-0.22","",
"臺灣IPO指數","4,607.67","-","20.32","-0.44","",
"智慧中立指數","3,466.44","-","19.53","-0.56","",
"臺灣5G指數","7,287.96","-","158.73","-2.13","",
"臺灣企業社會責任中小型指數","7,809.55","+","7.65","0.10","",
"特選臺灣電動車代表指數","5,650.40","-","31.37","-0.55","",
"臺灣5G+通訊指數","5,491.73","-","110.75","-1.98","",
"臺灣全市場指數","4,937.56","-","73.61","-1.47","",
"臺灣全市場半導體指數","4,629.64","-","98.52","-2.08","",
"臺灣電動車與自駕科技永續概念指數","4,050.30","-","69.77","-1.69","",
"臺灣智慧移動與電動車指數","3,803.13","-","48.13","-1.25","",
"特選小資高價30指數","4,389.06","-","69.21","-1.55","",
"特選臺灣綠能及電動車指數","4,255.36","-","55.34","-1.28","",
"特選臺灣智能車供應鏈聯盟指數","4,115.73","-","77.43","-1.85","",
"臺灣全市場半導體精選30指數","3,671.15","-","83.80","-2.23","",
"特選臺灣高股息30指數","3,749.49","-","13.29","-0.35","",
"臺灣友善環境指數","4,404.06","-","67.03","-1.50","",
"台灣永續價值指數","4,124.43","-","73.83","-1.76","",
"特選臺灣IC設計指數","2,723.43","-","33.91","-1.23","",
"特選臺灣環境永續高股息指數","3,942.17","-","25.09","-0.63","",
"臺灣友善環境50指數","3,839.40","-","79.27","-2.02","",
"特選台灣策略高股息30指數","3,633.86","-","17.40","-0.48","",
"特選臺灣IC設計產業代表指數","3,280.66","-","38.59","-1.16","",
"特選臺灣綠能指數","4,555.27","-","51.06","-1.11","",
"特選臺灣成長高股息指數","3,786.66","-","31.89","-0.84","",
"特選臺灣智慧50指數","3,674.04","-","74.77","-1.99","",
"特選臺灣標竿PCB指數","3,831.50","+","21.59","0.57","",
"臺灣晶圓製造指數","4,277.23","-","96.38","-2.20","",
"臺灣精選高息指數","3,687.81","-","36.16","-0.97","",
"臺灣多因子優選高股息30指數","4,667.37","-","12.32","-0.26","",
"特選臺灣優利高填息30指數","4,318.77","-","34.81","-0.80","",
"臺灣多因子優選成長30指數","5,152.14","-","79.73","-1.52","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","25,256.74","-","221.58","-0.87","",
"金融類日報酬反向一倍指數","5,056.65","+","21.89","0.43","",
"漲升股利150指數","7,664.26","-","89.89","-1.16","",
"藍籌30指數","7,133.87","-","152.38","-2.09","",
"工業菁英30指數","7,663.46","-","134.02","-1.72","",
"電子菁英30指數","7,432.65","-","117.38","-1.55","",
"低波動股利精選30指數","6,240.11","-","39.25","-0.63","",
"中小型A級動能50指數","14,066.30","+","105.99","0.76","",
"特選高息低波指數","6,517.89","-","6.70","-0.10","",
"臺灣永續指數","7,434.65","-","138.64","-1.83","",
"特選內需高收益指數","5,654.22","-","44.95","-0.79","",
"價值投資指數","5,580.77","-","43.01","-0.76","",
"存股雙十等權重指數","6,595.31","-","63.89","-0.96","",
"特選大蘋果指數","6,550.43","-","75.08","-1.13","",
"中小型300指數","8,144.70","+","2.12","0.03","",
"特股高息20指數","5,612.49","-","5.54","-0.10","",
"臺灣500指數","7,506.52","-","110.96","-1.46","",
"臺灣勞工權益指數","7,029.82","-","34.48","-0.49","",
"微波高息精選20指數","6,115.89","-","31.47","-0.51","",
"特選世代行動通訊指數","5,856.77","-","17.35","-0.30","",
"智慧投資多因子30指數","4,721.46","-","88.43","-1.84","",
"臺股期貨指數","7,613.18","-","119.92","-1.55","",
"特選價值成長指數","6,127.37","-","45.00","-0.73","",
"臺灣上櫃永續指數","5,557.18","+","17.61","0.32","",
"特選台股領航指數","6,597.37","-","142.95","-2.12","",
"特選Smart多因子指數","5,457.84","-","103.72","-1.86","",
"特選ESG高股息指數","3,887.56","-","62.49","-1.58","",
"特選上櫃ESG成長指數","4,074.66","+","39.80","0.99","",
"特選上櫃ESG電子菁英指數","4,115.37","+","14.33","0.35","",
"新臺灣高股息指數","4,334.86","-","10.40","-0.24","",
"臺灣優息存股指數","4,604.62","-","25.11","-0.54","",
"特選上櫃ESG永續高股息指數","5,633.49","+","16.13","0.29","",
"特選臺灣金融高股息存股指數","4,899.82","-","26.77","-0.54","",
"上櫃ESG 30指數","5,112.47","+","41.01","0.81","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","23,245.05","-","309.45","-1.31","",
"發行量加權股價報酬指數","30,211.62","-","459.83","-1.50","",
"臺灣公司治理100報酬指數","11,454.68","-","247.80","-2.12","",
"臺灣50報酬指數","23,373.73","-","567.73","-2.37","",
"臺灣50權重上限30%報酬指數","22,404.99","-","458.94","-2.01","",
"臺灣中型100報酬指數","24,902.83","-","9.70","-0.04","",
"臺灣資訊科技股報酬指數","37,604.90","-","1,006.10","-2.61","",
"臺灣發達報酬指數","18,386.85","-","179.94","-0.97","",
"臺灣高股息報酬指數","16,274.82","-","126.78","-0.77","",
