"111年06月15日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","18,247.67","-","55.07","-0.30","",
"發行量加權股價指數","15,999.25","-","48.12","-0.30","",
"臺灣公司治理100指數","9,219.37","-","44.53","-0.48","",
"臺灣50指數","12,281.56","-","58.32","-0.47","",
"臺灣50權重上限30%指數","11,772.93","-","44.74","-0.38","",
"臺灣中型100指數","13,637.02","-","47.54","-0.35","",
"臺灣資訊科技指數","20,745.81","-","142.30","-0.68","",
"臺灣發達指數","10,784.76","-","21.59","-0.20","",
"臺灣高股息指數","7,039.31","-","38.44","-0.54","",
"臺灣就業99指數","9,652.32","-","32.25","-0.33","",
"臺灣高薪100指數","9,027.15","-","8.12","-0.09","",
"未含金融指數","13,767.91","-","47.31","-0.34","",
"未含電子指數","19,032.77","+","24.24","0.13","",
"未含金融電子指數","16,016.24","+","28.04","0.18","",
"小型股300指數","8,711.01","+","42.45","0.49","",
"水泥窯製類指數","634.18","-","1.16","-0.18","",
"塑膠化工類指數","922.72","+","5.68","0.62","",
"機電類指數","4,114.38","-","23.48","-0.57","",
"水泥類指數","164.68","-","0.26","-0.16","",
"食品類指數","1,803.90","+","11.22","0.63","",
"塑膠類指數","281.41","+","1.27","0.45","",
"紡織纖維類指數","572.57","+","2.10","0.37","",
"電機機械類指數","241.71","+","1.77","0.74","",
"電器電纜類指數","103.71","-","2.17","-2.05","",
"化學生技醫療類指數","118.76","+","1.33","1.13","",
"化學類指數","146.94","+","1.82","1.25","",
"生技醫療類指數","64.49","+","0.62","0.97","",
"玻璃陶瓷類指數","54.96","-","0.19","-0.34","",
"造紙類指數","331.38","+","6.83","2.10","",
"鋼鐵類指數","157.23","-","0.74","-0.47","",
"橡膠類指數","251.51","+","1.31","0.52","",
"汽車類指數","323.20","+","1.64","0.51","",
"電子工業類指數","734.89","-","4.34","-0.59","",
"半導體類指數","355.62","-","2.76","-0.77","",
"電腦及週邊設備類指數","128.79","-","0.28","-0.22","",
"光電類指數","33.96","+","0.09","0.27","",
"通信網路類指數","137.23","+","0.74","0.54","",
"電子零組件類指數","162.13","-","2.99","-1.81","",
